User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Location,Age
78673,553140051,10,Cyoa By Balloon to the Sahara,D Terman,0.0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0553140051.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553140051.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553140051.01.LZZZZZZZ.jpg,"tulsa, tasmania, usa",32
78673,440904196,10,"Are You There God?  It's Me, Margaret",Judy Blume,1991.0,Laure Leaf,http://images.amazon.com/images/P/0440904196.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440904196.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440904196.01.LZZZZZZZ.jpg,"tulsa, tasmania, usa",32
78673,440414806,10,Holes (Yearling Newbery),LOUIS SACHAR,2000.0,Yearling,http://images.amazon.com/images/P/0440414806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440414806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440414806.01.LZZZZZZZ.jpg,"tulsa, tasmania, usa",32
230522,553213172,10,Anne of the Island,Lucy Maud Montgomery,1983.0,Bantam Classics,http://images.amazon.com/images/P/0553213172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213172.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78553,765109220,10,Fairy Secrets: A Magical Secret Envelope Book (Secret Series),Penny Walton,1999.0,Smithmark Publishers,http://images.amazon.com/images/P/0765109220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765109220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765109220.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
230522,553213180,10,Anne's House of Dreams,L.M. MONTGOMERY,1983.0,Bantam Classics,http://images.amazon.com/images/P/0553213180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213180.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78673,140348107,10,My Side of the Mountain,Jean Craighead George,2000.0,Scott Foresman (Pearson K-12),http://images.amazon.com/images/P/0140348107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140348107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140348107.01.LZZZZZZZ.jpg,"tulsa, tasmania, usa",32
230522,553213415,10,Madame Bovary (Bantam Classics),Gustave Flaubert,1982.0,Bantam,http://images.amazon.com/images/P/0553213415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213415.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78667,201354934,10,"HTML 4 for the World Wide Web, Fourth Edition: Visual QuickStart Guide (4th Edition)",Elizabeth Castro,1999.0,Peachpit Press,http://images.amazon.com/images/P/0201354934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0201354934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0201354934.01.LZZZZZZZ.jpg,"los angeles, california, usa",19
230522,553250426,10,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984.0,Bantam Books,http://images.amazon.com/images/P/0553250426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250426.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78642,3423129158,10,Arnes NachlaÃ?Â?.,Siegfried Lenz,2001.0,Dtv,http://images.amazon.com/images/P/3423129158.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3423129158.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3423129158.01.LZZZZZZZ.jpg,"karlsruhe, baden-wuerttemberg, germany",30
78631,553260111,10,The Bourne Identity,Robert Ludlum,1984.0,Bantam Books,http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg,"brooklyn, new york, usa",32
230522,553274295,10,Where the Red Fern Grows,Wilson Rawls,1984.0,Random House Children's Books,http://images.amazon.com/images/P/0553274295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553274295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553274295.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78621,1565928466,10,Practical PostgreSQL (O'Reilly Unix),Command Prompt Inc,2002.0,O'Reilly,http://images.amazon.com/images/P/1565928466.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565928466.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565928466.01.LZZZZZZZ.jpg,"kaunas, n/a, lithuania",24
78621,201541998,10,The Latex Companion (Addison-Wesley Series on Tools and Techniques for Computer T),Michel Goossens,1993.0,Addison-Wesley Professional,http://images.amazon.com/images/P/0201541998.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0201541998.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0201541998.01.LZZZZZZZ.jpg,"kaunas, n/a, lithuania",24
78621,130273635,10,Thinking in Java (2nd Edition),Bruce Eckel,2000.0,Prentice Hall,http://images.amazon.com/images/P/0130273635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0130273635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0130273635.01.LZZZZZZZ.jpg,"kaunas, n/a, lithuania",24
230522,486292738,10,Gulliver's Travels (Dover Thrift Editions),Jonathan Swift,1996.0,Dover Publications,http://images.amazon.com/images/P/0486292738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486292738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486292738.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
230522,451524713,10,The Return of the Native,Thomas Hardy,1990.0,Signet Classics,http://images.amazon.com/images/P/0451524713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524713.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78725,449912558,10,The Sparrow,MARY DORIA RUSSELL,1997.0,Fawcett Books,http://images.amazon.com/images/P/0449912558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449912558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449912558.01.LZZZZZZZ.jpg,"new york, new york, usa",32
78744,446532231,10,"Dude, Where's My Country?",Michael Moore,2003.0,Warner Books,http://images.amazon.com/images/P/0446532231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446532231.01.LZZZZZZZ.jpg,"sydney, new south wales, australia",24
78774,151005141,10,The Headless Bust: A Melancholy Meditation for the False Millennium,Edward Gorey,1999.0,Harcourt,http://images.amazon.com/images/P/0151005141.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151005141.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151005141.01.LZZZZZZZ.jpg,"köln, nordrhein-westfalen, germany",46
78773,3791530321,10,PÃ?Â¼nktchen und Anton. Ein Roman fÃ?Â¼r Kinder. ( Ab 10 J.).,Erich KÃ?Â¤stner,1999.0,Dressler Verlag,http://images.amazon.com/images/P/3791530321.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3791530321.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3791530321.01.LZZZZZZZ.jpg,"rainau, baden-wuerttemberg, germany",19
78773,342370330X,10,"Hauptsache Zusammen! (Fiction, Poetry and Drama)",Ahrendt,0.0,Deutscher Taschenbuch Verlag (DTV),http://images.amazon.com/images/P/342370330X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/342370330X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/342370330X.01.LZZZZZZZ.jpg,"rainau, baden-wuerttemberg, germany",19
78772,3548310702,10,Per Anhalter Durch Die Galaxis,Douglas Adams,0.0,Ein Ullstein Buch,http://images.amazon.com/images/P/3548310702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3548310702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3548310702.01.LZZZZZZZ.jpg,"stuttgart, baden-wuerttemberg, germany",36
78772,3404148800,10,Panik. Thriller.,R. J. Pineiro,2003.0,LÃ?Â¼bbe,http://images.amazon.com/images/P/3404148800.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3404148800.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3404148800.01.LZZZZZZZ.jpg,"stuttgart, baden-wuerttemberg, germany",36
230522,399222316,10,Thundercake,Patricia Polacco,1990.0,Philomel Books,http://images.amazon.com/images/P/0399222316.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399222316.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399222316.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
230522,399501487,10,Lord of the Flies,William Gerald Golding,1959.0,Perigee Trade,http://images.amazon.com/images/P/0399501487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399501487.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
230522,439071631,10,El visitante (Animorphs),K. A. Applegate,1999.0,Scholastic,http://images.amazon.com/images/P/0439071631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439071631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439071631.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
230522,440842484,10,Borrowers,Mary Norton,0.0,Bantam Doubleday Dell,http://images.amazon.com/images/P/0440842484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440842484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440842484.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
230522,440940001,10,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978.0,Laure Leaf,http://images.amazon.com/images/P/0440940001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78755,3810506338,10,Hannas TÃ?Â¶chter.,Marianne Fredriksson,1997.0,"KrÃ?Â¼ger, Frankfurt",http://images.amazon.com/images/P/3810506338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3810506338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3810506338.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
230522,440977096,10,The Secret Garden,Frances Hodgson Burnett,1989.0,Laure Leaf,http://images.amazon.com/images/P/0440977096.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440977096.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440977096.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78755,3492230857,10,Novecento. Die Legende vom Ozeanpianisten.,Alessandro Baricco,2000.0,Piper,http://images.amazon.com/images/P/3492230857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3492230857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3492230857.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
78755,3462024000,10,Choral am Ende der Reise.,Erik Fosnes Hansen,1995.0,Kiepenheuer &amp; Witsch,http://images.amazon.com/images/P/3462024000.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3462024000.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3462024000.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
230522,446323861,10,City of Joy,Dominique Lapierre,1986.0,Not Avail,http://images.amazon.com/images/P/0446323861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446323861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446323861.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78755,3446180710,10,"Durch einen Spiegel, in einem dunklen Wort.",Jostein Gaarder,1996.0,Carl Hanser,http://images.amazon.com/images/P/3446180710.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3446180710.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3446180710.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
78755,3446177108,10,Das Kartengeheimnis. ( Ab 13 J.).,Jostein Gaarder,1995.0,Carl Hanser,http://images.amazon.com/images/P/3446177108.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3446177108.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3446177108.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
78755,3446173471,10,Sofies Welt. Ein Roman Ã?Â¼ber die Geschichte der Philosophie. ( Ab 14 J.).,Jostein Gaarder,1993.0,Carl Hanser,http://images.amazon.com/images/P/3446173471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3446173471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3446173471.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
78755,342324111X,10,Der seltene Vogel.,Jostein Gaarder,1997.0,Dtv,http://images.amazon.com/images/P/342324111X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/342324111X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/342324111X.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
78755,342303002X,10,dtv - Atlas Weltgeschichte 2. Von der FranzÃ?Â¶sischen Revolution bis zur Gegenwart.,Hermann Kinder,2002.0,Dtv,http://images.amazon.com/images/P/342303002X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/342303002X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/342303002X.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
230522,448210320,10,Look Inside a Tree (Poke &amp; Look Learning Books),Gina Ingoglia,1989.0,Grosset &amp; Dunlap,http://images.amazon.com/images/P/0448210320.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0448210320.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0448210320.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78755,517118297,10,Jane Austen: The Complete Novels,JANE AUSTEN,1994.0,Gramercy,http://images.amazon.com/images/P/0517118297.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517118297.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517118297.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
78755,380002930,10,Watership Down,Richard Adams,1976.0,Avon,http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg,"remscheid, nordrhein-westfalen, germany",53
78619,1857022424,10,Shipping News,E Annie Proulx,0.0,Fourth Estate,http://images.amazon.com/images/P/1857022424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1857022424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1857022424.01.LZZZZZZZ.jpg,"melbourne, victoria, australia",37
78619,1853814733,10,Breaking Down the Wall of Silence: To Join the Waiting Child,Alice Miller,1992.0,Time Warner Books UK,http://images.amazon.com/images/P/1853814733.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853814733.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853814733.01.LZZZZZZZ.jpg,"melbourne, victoria, australia",37
78619,941524841,10,Empowerment Through Reiki,Paula Horan,1998.0,Lotus Press,http://images.amazon.com/images/P/0941524841.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0941524841.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0941524841.01.LZZZZZZZ.jpg,"melbourne, victoria, australia",37
78555,684847817,10,Good Faeries Bad Faeries,Brian Froud,1998.0,Simon &amp; Schuster,http://images.amazon.com/images/P/0684847817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684847817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684847817.01.LZZZZZZZ.jpg,"newcastle, england, united kingdom",24
230522,067943853X,10,Of Love And Other Demons,GABRIEL GARCIA MARQUEZ,1995.0,Knopf,http://images.amazon.com/images/P/067943853X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067943853X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067943853X.01.LZZZZZZZ.jpg,"colorado springs, colorado, usa",52
78553,1570360626,10,Lady Cottington's Pressed Fairy Book,Terry Jones,1994.0,Turner Pub,http://images.amazon.com/images/P/1570360626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570360626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570360626.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,1567186904,10,"Green Witchcraft: Folk Magic, Fairy Lore &amp; Herb Craft (Green Witchcraft)",Aoumiel,1996.0,Llewellyn Publications,http://images.amazon.com/images/P/1567186904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567186904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567186904.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,1567183824,10,The Elves of Lily Hill Farm: A Partnership With Nature,Penny Kelly,1997.0,Llewellyn Pubns,http://images.amazon.com/images/P/1567183824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1567183824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1567183824.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,1561705683,10,The Western Guide to Feng Shui: Room by Room (Feng Shui),Terah Kathryn Collins,1999.0,Hay House,http://images.amazon.com/images/P/1561705683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561705683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561705683.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,886774691,10,Renunciates of Darkover (Darkover),Marion Zimmer Bradley,1991.0,New Amer Library,http://images.amazon.com/images/P/0886774691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886774691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886774691.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,886773954,10,The Heirs of Hammerfell (Darkover),Marion Zimmer Bradley,1989.0,New Amer Library,http://images.amazon.com/images/P/0886773954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886773954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886773954.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,886771854,10,The Other Side of the Mirror (Darkover),Marion Zimmer Bradley,1993.0,Daw Books,http://images.amazon.com/images/P/0886771854.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0886771854.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0886771854.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,880380543,10,Spell of the Winter Wizard,Linda Lowery,0.0,Random House~childrens,http://images.amazon.com/images/P/0880380543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0880380543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0880380543.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,879979623,10,City of sorcery,Marion Zimmer Bradley,1984.0,DAW Books,http://images.amazon.com/images/P/0879979623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879979623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879979623.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,879977620,10,Hawkmistress a Darkover Novel,Marion Zimm Bradley,1982.0,Penguin Putnam~mass,http://images.amazon.com/images/P/0879977620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879977620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879977620.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,875421857,10,Spell Crafts: Creating Magical Objects (Llewellyn's Practical Magic),Scott Cunningham,1993.0,Llewellyn Publications,http://images.amazon.com/images/P/0875421857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421857.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,875421245,10,The Magical Household: Spells &amp; Rituals for the Home (Llewellyn's Practical Magick Series),Scott Cunningham,1987.0,Llewellyn Publications,http://images.amazon.com/images/P/0875421245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421245.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,875421180,10,Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,1988.0,Llewellyn Publications,http://images.amazon.com/images/P/0875421180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0875421180.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,836267869,10,Fairy Garden: Fairies of the Four Seasons,Tom Cross,1998.0,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836267869.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836267869.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836267869.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,821774638,10,Listen to Your Heart,Fern Michaels,2004.0,Zebra Books,http://images.amazon.com/images/P/0821774638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821774638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821774638.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,821766570,10,The Guest List,Fern Michaels,2000.0,Zebra Books,http://images.amazon.com/images/P/0821766570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821766570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821766570.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,821759167,10,The Gift,Constance O'Day-Flannery,1998.0,Zebra Books,http://images.amazon.com/images/P/0821759167.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821759167.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821759167.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,821739506,10,Second Chances,Constance O'Day-Flannery,1992.0,Zebra Books,http://images.amazon.com/images/P/0821739506.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821739506.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821739506.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,821720570,10,Timeswept Lovers,Constance O'Day-Flannery,1987.0,Kensington Pub Corp (Mm),http://images.amazon.com/images/P/0821720570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821720570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821720570.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,810909685,10,The gnomes book of Christmas crafts,Carol Endler Sterbenz,1980.0,H.N. Abrams,http://images.amazon.com/images/P/0810909685.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0810909685.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0810909685.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,810909014,10,Faeries,David Larkin,1995.0,Harry N Abrams,http://images.amazon.com/images/P/0810909014.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0810909014.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0810909014.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
78553,806516852,10,The Wicca Book of Days: Legend and Lore for Every Day of the Year (Library of the Mystic Arts),Gerina Dunwich,1995.0,Citadel Press,http://images.amazon.com/images/P/0806516852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806516852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806516852.01.LZZZZZZZ.jpg,"el cajon, california, usa",40
